alcaldia_catalogo,colonia_catalogo,total_incidencias,total_delitos,total_falla_alumbrado,total_delitos_nocturnos
Milpa Alta,Pueblo San Francisco Tecoxpa,28,42,1.0,11.0
Milpa Alta,Pueblo San Jeronimo Miacatlan,12,30,0.0,11.0
Milpa Alta,Pueblo San Juan Tepenahuac,4,30,0.0,9.0
Milpa Alta,Pueblo San Lorenzo Tlacoyucan,18,46,3.0,9.0
Milpa Alta,Pueblo San Salvador Cuauhtenco,105,106,3.0,25.0
Milpa Alta,Villa Milpa Alta Centro,1,49,0.0,13.0
Tlalpan,2 De Octubre,6,30,1.0,12.0
Tlalpan,A M S A,5,65,1.0,18.0
Tlalpan,Ampliacion Fuentes Del Pedregal,7,89,0.0,28.0
Tlalpan,Ampliacion Isidro Fabela,8,21,1.0,7.0
Tlalpan,Arenal De Guadalupe,7,46,2.0,9.0
Tlalpan,Arenal Tepepan,4,50,2.0,20.0
Tlalpan,Barrio De Caramaguey,2,15,0.0,3.0
Tlalpan,Barrio Del Niño Jesus,6,51,0.0,10.0
Tlalpan,Barrio El Capulin,4,20,0.0,7.0
Tlalpan,Barrio La Fama,2,34,0.0,7.0
Tlalpan,Barrio La Lonja,3,26,1.0,5.0
Tlalpan,Barrio San Fernando,3,11,1.0,5.0
Tlalpan,Belisario Dominguez,15,14,2.0,3.0
Tlalpan,Belisario Dominguez Seccion Xvi,19,147,3.0,37.0
Tlalpan,Belvedere Ajusco,9,42,2.0,13.0
Tlalpan,Bosques Del Pedregal,7,59,1.0,18.0
Tlalpan,Cantera Puente De Piedra,8,30,1.0,8.0
Tlalpan,Chimilli,1,34,0.0,10.0
Tlalpan,Club De Golf Mexico,4,15,0.0,4.0
Tlalpan,Colinas Del Ajusco,6,51,0.0,16.0
Tlalpan,Comuneros De Santa Ursula,7,22,0.0,13.0
Tlalpan,Cruz Del Farol,9,36,0.0,11.0
Tlalpan,Cuchilla De Padierna,4,27,0.0,9.0
Tlalpan,Cultura Maya,2,34,0.0,8.0
Tlalpan,Cumbres De Tepetongo,3,21,0.0,6.0
Tlalpan,Diamante,3,5,2.0,2.0
Tlalpan,Divisadero,3,9,0.0,2.0
Tlalpan,Dolores Tlali,3,14,0.0,5.0
Tlalpan,Ejidos De San Pedro Martir,32,108,4.0,29.0
Tlalpan,El Cantil,7,10,1.0,3.0
Tlalpan,El Charco,9,34,2.0,11.0
Tlalpan,El Mirador 1A Seccion,5,25,0.0,9.0
Tlalpan,El Mirador 2A Seccion,5,5,0.0,1.0
Tlalpan,El Mirador 3A Seccion,4,6,1.0,3.0
Tlalpan,Ex Hacienda Coapa,4,12,2.0,2.0
Tlalpan,Ex Hacienda San Juan De Dios,9,56,1.0,14.0
Tlalpan,Floresta Coyoacan,18,20,1.0,7.0
Tlalpan,Fuentes Brotantes,26,82,1.0,15.0
Tlalpan,Fuentes De Tepepan,10,30,1.0,8.0
Tlalpan,Fuentes Del Pedregal,13,39,2.0,16.0
Tlalpan,Granjas Coapa,41,134,8.0,32.0
Tlalpan,Guadalupe,5,28,0.0,10.0
Tlalpan,Hacienda San Juan,3,17,1.0,6.0
Tlalpan,Haciendas De Coyoacan,2,1,0.0,0.0
Tlalpan,Heroes De 1910,6,24,3.0,8.0
Tlalpan,Heroes De Padierna,43,178,4.0,56.0
Tlalpan,Heroico Colegio Militar,5,10,0.0,3.0
Tlalpan,Isidro Fabela,27,179,2.0,67.0
Tlalpan,Jardines Del Ajusco,23,65,1.0,19.0
Tlalpan,Jardines En La Montaña,4,86,0.0,9.0
Tlalpan,La Joya,9,91,0.0,21.0
Tlalpan,La Palma,37,89,9.0,27.0
Tlalpan,Lomas De Cuilotepec,7,9,1.0,3.0
Tlalpan,Lomas De Padierna,27,222,2.0,72.0
Tlalpan,Lomas De Padierna Sur,3,48,1.0,9.0
Tlalpan,Lomas Del Pedregal,1,8,0.0,1.0
Tlalpan,Lomas Del Pedregal Framboyanes,2,23,0.0,3.0
Tlalpan,Lomas Hidalgo,2,21,0.0,4.0
Tlalpan,Los Encinos,2,30,0.0,14.0
Tlalpan,Los Volcanes,4,55,1.0,23.0
Tlalpan,Magisterial,17,22,5.0,4.0
Tlalpan,Magisterial Coapa,6,72,1.0,24.0
Tlalpan,Maria Esther Zuno De Echeverria,16,21,1.0,4.0
Tlalpan,Mesa De Los Hornos,13,92,1.0,30.0
Tlalpan,Miguel Hidalgo,16,108,0.0,29.0
Tlalpan,Miguel Hidalgo 1A Seccion,7,45,2.0,13.0
Tlalpan,Miguel Hidalgo 2A Seccion,29,125,2.0,29.0
Tlalpan,Miguel Hidalgo 3A Seccion,38,122,7.0,30.0
Tlalpan,Miguel Hidalgo 4A Seccion,34,132,2.0,36.0
Tlalpan,Mirador Del Valle,2,18,0.0,6.0
Tlalpan,Mirador I,6,19,0.0,5.0
Tlalpan,Mirador Ii,8,39,4.0,17.0
Tlalpan,Narciso Mendoza,75,228,7.0,56.0
Tlalpan,Nueva Oriental Coapa,14,35,0.0,6.0
Tlalpan,Nuevo Renacimiento De Axalco,13,22,1.0,5.0
Tlalpan,Paraje 38,4,30,0.0,4.0
Tlalpan,Parque Del Pedregal,4,39,1.0,10.0
Tlalpan,Parque Nacional Bosque Del Pedregal,10,14,0.0,6.0
Tlalpan,Pedregal De Las Aguilas,4,33,0.0,16.0
Tlalpan,Pedregal De San Nicolas 1A Seccion,17,149,1.0,52.0
Tlalpan,Pedregal De San Nicolas 2A Seccion,9,77,0.0,21.0
Tlalpan,Pedregal De San Nicolas 3A Seccion,21,97,1.0,30.0
Tlalpan,Pedregal De San Nicolas 4A Seccion,20,134,0.0,40.0
Tlalpan,Pedregal De San Nicolas 5A Seccion,2,19,2.0,5.0
Tlalpan,Pedregal De Santa Ursula Xitla,1,39,0.0,10.0
Tlalpan,Peña Pobre,2,37,0.0,11.0
Tlalpan,Plan De Ayala,3,10,1.0,2.0
Tlalpan,Popular Santa Teresa,13,57,0.0,20.0
Tlalpan,Prado Coapa 1A Seccion,7,6,0.0,2.0
Tlalpan,Prado Coapa 2A Seccion,13,55,1.0,25.0
Tlalpan,Prado Coapa 3A Seccion,12,33,0.0,9.0
Tlalpan,Primavera,2,11,0.0,2.0
Tlalpan,Pueblo Chimalcoyotl,14,85,4.0,31.0
Tlalpan,Pueblo Jardines De San Juan,5,40,1.0,13.0
Tlalpan,Pueblo La Magdalena Petlacalco,13,74,0.0,29.0
Tlalpan,Pueblo Ocotla,12,119,2.0,33.0
Tlalpan,Pueblo Parres El Guarda,3,36,0.0,5.0
Tlalpan,Pueblo San Andres Totoltepec,47,233,8.0,77.0
Tlalpan,Pueblo San Francisco Tlalnepantla,2,6,0.0,2.0
Tlalpan,Pueblo San Lorenzo Huipulco,24,155,1.0,47.0
Tlalpan,Pueblo San Miguel Ajusco,19,106,7.0,41.0
Tlalpan,Pueblo San Miguel Topilejo,33,439,5.0,126.0
Tlalpan,Pueblo San Miguel Xicalco,10,74,0.0,20.0
Tlalpan,Pueblo San Pedro Martir,53,279,4.0,91.0
Tlalpan,Pueblo Santa Maria Tepepan,2,2,0.0,0.0
Tlalpan,Pueblo Santa Ursula Xitla,31,191,5.0,39.0
Tlalpan,Pueblo Santo Tomas Ajusco,13,119,7.0,33.0
Tlalpan,Rancho Los Colorines,2,17,0.0,3.0
Tlalpan,Residencial Acoxpa,7,19,3.0,5.0
Tlalpan,Residencial Miramontes,1,44,0.0,10.0
Tlalpan,Residencial Villa Coapa,12,84,2.0,13.0
Tlalpan,Rincon Del Pedregal,4,13,0.0,4.0
Tlalpan,Rinconada Coapa 1A Seccion,6,15,1.0,4.0
Tlalpan,Rinconada Coapa 2A Seccion,9,39,0.0,12.0
Tlalpan,Rinconada Las Hadas,4,26,0.0,11.0
Tlalpan,Roca De Cristal,3,3,1.0,2.0
Tlalpan,San Bartolo El Chico,10,60,1.0,15.0
Tlalpan,San Buenaventura,2,11,1.0,2.0
Tlalpan,San Juan Tepeximilpa,7,34,3.0,10.0
Tlalpan,San Pedro Apostol,10,16,0.0,9.0
Tlalpan,Santisima Trinidad,3,13,0.0,4.0
Tlalpan,Tenorios,13,37,1.0,10.0
Tlalpan,Tlalcoligia,9,49,0.0,12.0
Tlalpan,Tlalmille,2,22,0.0,10.0
Tlalpan,Tlalpan,20,206,3.0,50.0
Tlalpan,Tlalpan Centro,7,155,0.0,36.0
Tlalpan,Tlalpuente,5,18,1.0,6.0
Tlalpan,Tlaxcaltenco La Mesa,3,5,0.0,0.0
Tlalpan,Toriello Guerra,37,229,1.0,58.0
Tlalpan,Torres De Padierna,7,17,0.0,5.0
Tlalpan,U.Habit. Zapote 1,2,3,0.0,1.0
Tlalpan,Valle De Tepepan,4,21,0.0,10.0
Tlalpan,Valle Escondido,6,60,1.0,9.0
Tlalpan,Vergel Coapa,3,15,0.0,0.0
Tlalpan,Vergel De Coyoacan,24,29,8.0,9.0
Tlalpan,Vergel Del Sur,14,60,1.0,23.0
Tlalpan,Villa Coapa,12,141,2.0,40.0
Tlalpan,Villa Lazaro Cardenas,16,54,0.0,15.0
Tlalpan,Villa Olimpica,1,40,0.0,4.0
Tlalpan,Villa Quietud,1,2,0.0,1.0
Tlalpan,Villa Tlalpan,7,34,2.0,7.0
Tlalpan,Viveros Coatectlan,1,22,0.0,7.0
Tláhuac,Agricola Metropolitana,11,89,1.0,26.0
Tláhuac,Ampliacion Jose Lopez Portillo,5,22,3.0,4.0
Tláhuac,Ampliacion La Conchita,1,12,0.0,4.0
Tláhuac,Ampliacion Los Olivos,39,84,0.0,17.0
Tláhuac,Ampliacion Santa Catarina,1,15,1.0,4.0
Tláhuac,Ampliacion Selene,6,56,0.0,20.0
Tláhuac,Barrio La Asuncion,12,72,6.0,12.0
Tláhuac,Barrio La Guadalupe,1,2,0.0,1.0
Tláhuac,Barrio La Magdalena,2,37,0.0,7.0
Tláhuac,Barrio Los Reyes,5,99,0.0,28.0
Tláhuac,Barrio San Agustin,7,22,0.0,6.0
Tláhuac,Barrio San Agustin Pueblo San Juan Ixtayopan,5,17,1.0,3.0
Tláhuac,Barrio San Andres,5,18,0.0,1.0
Tláhuac,Barrio San Bartolome,1,21,0.0,8.0
Tláhuac,Barrio San Juan,1,9,0.0,2.0
Tláhuac,Barrio San Mateo,11,54,2.0,14.0
Tláhuac,Barrio San Miguel,4,82,2.0,30.0
Tláhuac,Barrio Santa Ana,1,34,1.0,9.0
Tláhuac,Barrio Santa Ana Centro,5,30,1.0,12.0
Tláhuac,Barrio Santa Ana Norte,12,97,3.0,34.0
Tláhuac,Barrio Santa Ana Poniente,29,192,3.0,64.0
Tláhuac,Barrio Santa Ana Sur,4,19,0.0,5.0
Tláhuac,Barrio Santa Cruz,2,14,0.0,2.0
Tláhuac,Barrio Santiago,2,28,0.0,8.0
Tláhuac,Barrio Santiago Centro Del Pueblo Santiago Zapotitlan,4,31,1.0,9.0
Tláhuac,Barrio Santiago Norte Del Pueblo Santiago Zapotitlan,5,22,2.0,5.0
Tláhuac,Barrio Santiago Sur,10,39,1.0,12.0
Tláhuac,Barrio Tecaxtitla,1,1,0.0,0.0
Tláhuac,Del Mar,17,272,4.0,81.0
Tláhuac,El Rosario,1,22,0.0,4.0
Tláhuac,El Triangulo,14,1,0.0,0.0
Tláhuac,El Triangulo Del Pblo. De Sn. Fco. Tlaltenco,4,29,1.0,11.0
Tláhuac,Francisco Villa,3,16,0.0,5.0
Tláhuac,Granjas Cabrera,10,30,1.0,7.0
Tláhuac,Guadalupe Tlaltenco,6,57,3.0,17.0
Tláhuac,Jaime Torres Bodet,13,61,4.0,14.0
Tláhuac,Jardines Del Llano,2,10,0.0,2.0
Tláhuac,La Asuncion,10,36,1.0,9.0
Tláhuac,La Concepcion,1,25,0.0,5.0
Tláhuac,La Conchita Zapotitlan,35,249,6.0,78.0
Tláhuac,La Draga,9,54,0.0,19.0
Tláhuac,La Estacion,12,122,2.0,39.0
Tláhuac,La Habana,7,72,1.0,18.0
Tláhuac,La Lupita,3,18,0.0,7.0
Tláhuac,La Nopalera,19,81,3.0,21.0
Tláhuac,La Turba,2,34,0.0,7.0
Tláhuac,Las Arboledas,142,127,2.0,46.0
Tláhuac,Los Olivos,5,117,2.0,35.0
Tláhuac,Miguel Hidalgo,23,257,2.0,69.0
Tláhuac,Ojo De Agua,3,42,1.0,9.0
Tláhuac,Peña Alta,2,12,2.0,3.0
Tláhuac,Potrero Del Llano,4,7,0.0,1.0
Tláhuac,Pueblo San Francisco Tlaltenco,48,145,3.0,40.0
Tláhuac,Pueblo San Lorenzo Tezonco,1,2,0.0,1.0
Tláhuac,Pueblo San Nicolas Tetelco,7,36,4.0,13.0
Tláhuac,Pueblo Santa Catarina Yecahuizotl,1,9,0.0,5.0
Tláhuac,Pueblo Tulyehualco,3,45,0.0,6.0
Tláhuac,Quiahuatla,2,46,0.0,14.0
Tláhuac,San Isidro,4,23,1.0,4.0
Tláhuac,San Jose Tlahuac Del Pueblo San Pedro Tlahuac,15,87,1.0,18.0
Tláhuac,San Sebastian Del Pueblo San Pedro Tlahuac,7,49,4.0,15.0
Tláhuac,Santa Cecilia,15,83,6.0,24.0
Tláhuac,Selene,10,69,0.0,27.0
Tláhuac,Selene Del Pueblo San Francisco Tlaltenco,14,116,1.0,34.0
Tláhuac,Tepantitlamilco,2,1,2.0,0.0
Tláhuac,Tierra Blanca,2,15,0.0,9.0
Tláhuac,Villa Centroamericana,9,126,1.0,33.0
Tláhuac,Zacatenco,4,25,0.0,7.0
Tláhuac,Zapotitla,3,74,0.0,26.0
Venustiano Carranza,10 De Mayo,2,42,0.0,13.0
Venustiano Carranza,20 De Noviembre,12,159,1.0,54.0
Venustiano Carranza,4 Arboles,4,56,0.0,14.0
Venustiano Carranza,5To Tramo 20 De Noviembre,7,107,0.0,21.0
Venustiano Carranza,7 De Julio,14,55,1.0,15.0
Venustiano Carranza,Aaron Saenz,1,8,0.0,1.0
Venustiano Carranza,Adolfo Lopez Mateos,7,184,1.0,52.0
Venustiano Carranza,Aeronautica Militar,3,55,0.0,10.0
Venustiano Carranza,Alvaro Obregon,1,54,1.0,14.0
Venustiano Carranza,Ampliacion 20 De Noviembre,5,20,0.0,4.0
Venustiano Carranza,Ampliacion Aviacion Civil,9,43,0.0,19.0
Venustiano Carranza,Ampliacion Caracol,4,34,0.0,6.0
Venustiano Carranza,Ampliacion Michoacana,23,35,0.0,9.0
Venustiano Carranza,Ampliacion Penitenciaria,4,76,0.0,19.0
Venustiano Carranza,Ampliacion Simon Bolivar,3,26,1.0,11.0
Venustiano Carranza,Ampliacion Venustiano Carranza,2,16,0.0,7.0
Venustiano Carranza,Aquiles Serdan,5,94,1.0,21.0
Venustiano Carranza,Arenal 1A. Seccion,6,92,0.0,27.0
Venustiano Carranza,Arenal 2A. Seccion,1,38,0.0,13.0
Venustiano Carranza,Arenal 3A. Seccion,2,73,0.0,27.0
Venustiano Carranza,Arenal 4A. Seccion,5,33,0.0,13.0
Venustiano Carranza,Arenal Puerto Aereo,3,31,1.0,7.0
Venustiano Carranza,Arpto Int De La Cd De Mex-Equipamiento,9,136,2.0,40.0
Venustiano Carranza,Artes Graficas,4,55,1.0,15.0
Venustiano Carranza,Aviacion Civil,9,119,0.0,38.0
Venustiano Carranza,Azteca,1,13,0.0,4.0
Venustiano Carranza,Caracol,8,43,0.0,13.0
Venustiano Carranza,Cuchilla Agricola Oriental,1,1,1.0,1.0
Venustiano Carranza,Cuchilla Pantitlan,10,94,4.0,34.0
Venustiano Carranza,Del Parque,22,200,3.0,37.0
Venustiano Carranza,Emilio Carranza,7,70,0.0,24.0
Venustiano Carranza,Federal,28,201,1.0,44.0
Venustiano Carranza,Felipe Angeles,12,61,1.0,13.0
Venustiano Carranza,General Ignacio Zaragoza,20,306,1.0,96.0
Venustiano Carranza,Granjas Mexico,1,6,0.0,3.0
Venustiano Carranza,Industrial Puerto Aereo,6,105,0.0,28.0
Venustiano Carranza,Jamaica,3,95,0.0,18.0
Venustiano Carranza,Janitzio,3,36,0.0,7.0
Venustiano Carranza,Jardin Balbuena,97,857,6.0,183.0
Venustiano Carranza,Lorenzo Boturini,9,147,2.0,44.0
Venustiano Carranza,Magdalena Mixiuhca,9,128,1.0,39.0
Venustiano Carranza,Merced Balbuena,7,125,0.0,29.0
Venustiano Carranza,Michoacana,7,31,0.0,10.0
Venustiano Carranza,Miguel Hidalgo,1,8,0.0,0.0
Venustiano Carranza,Moctezuma 1A Seccion,21,174,0.0,53.0
Venustiano Carranza,Moctezuma 2A. Seccion,78,673,0.0,180.0
Venustiano Carranza,Morelos,19,421,0.0,142.0
Venustiano Carranza,Nicolas Bravo,20,35,0.0,8.0
Venustiano Carranza,Pensador Mexicano,20,196,2.0,67.0
Venustiano Carranza,Peñon De Los Baños,12,320,1.0,88.0
Venustiano Carranza,Popular Rastro,19,89,5.0,28.0
Venustiano Carranza,Puebla,7,126,0.0,37.0
Venustiano Carranza,Pueblo De La Magdalena Mixiuhca,1,68,1.0,17.0
Venustiano Carranza,Revolucion,3,56,0.0,22.0
Venustiano Carranza,Romero Rubio,17,167,1.0,44.0
Venustiano Carranza,Santa Cruz Aviacion,4,59,1.0,19.0
Venustiano Carranza,Sevilla,1,48,0.0,12.0
Venustiano Carranza,Simon Bolivar,2,87,0.0,29.0
Venustiano Carranza,Valentin Gomez Farias,3,98,0.0,33.0
Venustiano Carranza,Valle Gomez,22,92,0.0,24.0
Venustiano Carranza,Venustiano Carranza,7,31,1.0,11.0
Venustiano Carranza,Zona Centro,44,500,5.0,110.0
Xochimilco,Ampliacion Nativitas,12,36,2.0,12.0
Xochimilco,Ampliacion San Marcos Norte,29,164,2.0,41.0
Xochimilco,Ampliacion Tepepan,5,63,1.0,17.0
Xochimilco,Año De Juarez,617,15,0.0,4.0
Xochimilco,Barrio 18,17,69,5.0,10.0
Xochimilco,Barrio 3 De Mayo,1,2,0.0,0.0
Xochimilco,Barrio Apatlaco,3,19,0.0,4.0
Xochimilco,Barrio Belen,3,37,0.0,6.0
Xochimilco,Barrio Calpulco,1,7,0.0,4.0
Xochimilco,Barrio Caltongo,24,154,1.0,48.0
Xochimilco,Barrio Calyequita,4,53,2.0,18.0
Xochimilco,Barrio El Calvario,1,1,0.0,0.0
Xochimilco,Barrio El Rosario,4,57,0.0,12.0
Xochimilco,Barrio La Asuncion,3,56,0.0,18.0
Xochimilco,Barrio La Concepcion Tlacoapa,6,51,1.0,13.0
Xochimilco,Barrio La Gallera,2,9,1.0,4.0
Xochimilco,Barrio La Guadalupana,3,23,1.0,6.0
Xochimilco,Barrio La Guadalupita,1,20,0.0,8.0
Xochimilco,Barrio La Planta,2,23,1.0,7.0
Xochimilco,Barrio Los Reyes,1,13,0.0,6.0
Xochimilco,Barrio Pocitos,11,13,1.0,2.0
Xochimilco,Barrio San Antonio,3,29,0.0,10.0
Xochimilco,Barrio San Cristobal,4,32,0.0,2.0
Xochimilco,Barrio San Esteban,2,24,1.0,7.0
Xochimilco,Barrio San Juan,2,18,0.0,6.0
Xochimilco,Barrio San Juan Minas,8,6,1.0,0.0
Xochimilco,Barrio San Juan Moyotepec,5,17,0.0,6.0
Xochimilco,Barrio San Juan Pueblo San Luis Tlaxialtemalco,1,20,0.0,8.0
Xochimilco,Barrio San Lorenzo,2,15,1.0,5.0
Xochimilco,Barrio San Marcos,12,57,1.0,14.0
Xochimilco,Barrio San Pedro,4,136,0.0,35.0
Xochimilco,Barrio Santa Crucita,1,26,0.0,11.0
Xochimilco,Barrio Tetitla,1,10,1.0,3.0
Xochimilco,Barrio Xaltocan,10,184,2.0,56.0
Xochimilco,Bosque Residencial Del Sur,24,26,9.0,9.0
Xochimilco,Cerrillos Primera Seccion,1,18,0.0,7.0
Xochimilco,Cerrillos Segunda Seccion,3,13,3.0,5.0
Xochimilco,Cristo Rey,4,14,0.0,1.0
Xochimilco,Del Carmen,4,25,2.0,6.0
Xochimilco,El Jazmin,9,16,3.0,9.0
Xochimilco,El Mirador,7,30,1.0,8.0
Xochimilco,Guadalupita,6,34,0.0,9.0
Xochimilco,Huichapan,6,49,1.0,16.0
Xochimilco,Jardines Del Sur,16,40,5.0,6.0
Xochimilco,La Cañada,2,12,1.0,5.0
Xochimilco,La Concha,2,21,0.0,12.0
Xochimilco,La Noria,18,60,0.0,18.0
Xochimilco,Las Animas,3,11,1.0,5.0
Xochimilco,Las Peritas,2,13,0.0,3.0
Xochimilco,Lomas De Nativitas,2,5,1.0,2.0
Xochimilco,Nativitas,3,44,2.0,18.0
Xochimilco,Paseos Del Sur,3,34,0.0,10.0
Xochimilco,Potrero San Bernardino,2,54,0.0,16.0
Xochimilco,Pueblo San Francisco Tlalnepantla,45,59,3.0,16.0
Xochimilco,Pueblo San Gregorio Atlapulco,40,188,4.0,65.0
Xochimilco,Pueblo San Jose Zacatepec,4,27,0.0,7.0
Xochimilco,Pueblo San Lorenzo Atemoaya,12,56,1.0,12.0
Xochimilco,Pueblo San Lucas Xochimanca,10,124,2.0,36.0
Xochimilco,Pueblo San Luis Tlaxialtemalco,10,102,2.0,27.0
Xochimilco,Pueblo San Mateo Xalpa,21,255,3.0,57.0
Xochimilco,Pueblo Santa Cecilia Tepetlapa,34,60,4.0,14.0
Xochimilco,Pueblo Santa Cruz Acalpixca,22,62,3.0,16.0
Xochimilco,Pueblo Santa Cruz Xochitepec,15,92,3.0,29.0
Xochimilco,Pueblo Santa Maria Nativitas,23,68,13.0,18.0
Xochimilco,Pueblo Santa Maria Tepepan,39,191,9.0,50.0
Xochimilco,Pueblo Santiago Tepalcatlalpan,44,143,3.0,48.0
Xochimilco,Pueblo Santiago Tepalcatlalpan U H Rcda Del Sur,1,7,1.0,1.0
Xochimilco,Quirino Mendoza,9,22,0.0,5.0
Xochimilco,Rancho Tejomulco,1,13,0.0,4.0
Xochimilco,Rinconada Coapa,2,16,0.0,4.0
Xochimilco,San Bartolo El Chico,2,8,0.0,2.0
Xochimilco,San Felipe,13,19,1.0,7.0
Xochimilco,San Isidro,1,21,1.0,12.0
Xochimilco,San Jeronimo,7,47,1.0,20.0
Xochimilco,San Juan Tepepan,7,56,1.0,19.0
Xochimilco,San Lorenzo La Cebada,31,195,13.0,61.0
Xochimilco,San Lucas Oriente,3,4,2.0,2.0
Xochimilco,Santa Cruz Chavarrieta,2,15,1.0,4.0
Xochimilco,Santa Cruz De Guadalupe,2,20,0.0,7.0
Xochimilco,Santa Ines,3,6,0.0,1.0
Xochimilco,Santiaguito,2,11,1.0,3.0
Xochimilco,Tablas De San Lorenzo,5,21,0.0,5.0
Xochimilco,Texmic,6,3,1.0,1.0
Xochimilco,Tierra Nueva,4,30,0.0,9.0
Xochimilco,Valle De Santa Maria,4,8,1.0,6.0
Xochimilco,Xochipilli,5,9,3.0,2.0
Álvaro Obregón,1Ra Ampliacion Presidentes,1,17,0.0,5.0
Álvaro Obregón,1Ra Seccion Cañada,4,12,1.0,4.0
Álvaro Obregón,1Ra Victoria,10,54,0.0,23.0
Álvaro Obregón,2Da Ampliacion Presidentes,5,45,0.0,11.0
Álvaro Obregón,2Da Seccion Cañada,1,3,0.0,0.0
Álvaro Obregón,2Do Reacomodo Tlacuitlapa,3,35,0.0,9.0
Álvaro Obregón,Abraham M Gonzalez,2,3,0.0,0.0
Álvaro Obregón,Acueducto,3,24,0.0,3.0
Álvaro Obregón,Alcantarilla,1,14,0.0,6.0
Álvaro Obregón,Alfonso Xiii,17,85,2.0,22.0
Álvaro Obregón,Altavista,3,7,1.0,1.0
Álvaro Obregón,Ampliacion Alpes,16,20,0.0,3.0
Álvaro Obregón,Ampliacion Estado De Hidalgo,1,2,0.0,0.0
Álvaro Obregón,Ampliacion Jalalpa,2,14,0.0,5.0
Álvaro Obregón,Ampliacion La Cebada,1,8,0.0,2.0
Álvaro Obregón,Ampliacion La Mexicana,5,47,1.0,13.0
Álvaro Obregón,Ampliacion Las Aguilas,4,79,0.0,29.0
Álvaro Obregón,Ampliacion Lomas De San Bernabe,1,3,0.0,2.0
Álvaro Obregón,Ampliacion Piloto Adolfo Lopez Mateos,11,47,0.0,15.0
Álvaro Obregón,Ampliacion Tepeaca,1,12,0.0,0.0
Álvaro Obregón,Arturo Martinez,2,49,0.0,13.0
Álvaro Obregón,Arvide,3,76,1.0,20.0
Álvaro Obregón,Atlamaya,2,19,0.0,5.0
Álvaro Obregón,Ave Real,2,21,0.0,8.0
Álvaro Obregón,Balcones De Cehuayo,2,39,0.0,17.0
Álvaro Obregón,Barrio Alfalfar,9,25,1.0,5.0
Álvaro Obregón,Barrio La Otra Banda,11,79,1.0,25.0
Álvaro Obregón,Barrio Loreto,12,63,6.0,15.0
Álvaro Obregón,Barrio Norte,14,148,4.0,52.0
Álvaro Obregón,Barrio Santa Maria Nonoalco,6,25,0.0,9.0
Álvaro Obregón,Bejero Del Pueblo Santa Fe,2,6,0.0,2.0
Álvaro Obregón,Belem De Las Flores,6,51,2.0,17.0
Álvaro Obregón,Bellavista,8,121,0.0,33.0
Álvaro Obregón,Bonanza,3,6,1.0,1.0
Álvaro Obregón,Calzada Jalalpa,2,17,0.0,4.0
Álvaro Obregón,Campestre,15,51,0.0,7.0
Álvaro Obregón,Canutillo,1,8,0.0,2.0
Álvaro Obregón,Canutillo 2Da Seccion,3,19,1.0,7.0
Álvaro Obregón,Carlos A Madrazo,10,25,0.0,8.0
Álvaro Obregón,Carola,28,88,0.0,22.0
Álvaro Obregón,Cehuaya,1,5,0.0,0.0
Álvaro Obregón,Chimalistac,8,110,1.0,22.0
Álvaro Obregón,Colina Del Sur,24,78,4.0,13.0
Álvaro Obregón,Colinas De Tarango,7,33,1.0,9.0
Álvaro Obregón,Corpus Christy,8,82,1.0,22.0
Álvaro Obregón,Cove,12,48,0.0,10.0
Álvaro Obregón,Cristo Rey,11,113,1.0,34.0
Álvaro Obregón,Cuevitas,1,33,0.0,6.0
Álvaro Obregón,Desarrollo Urbano,3,33,0.0,8.0
Álvaro Obregón,Dos Rios Del Pueblo De Santa Lucia,7,7,0.0,0.0
Álvaro Obregón,Ejido San Mateo,1,2,0.0,0.0
Álvaro Obregón,El Capulin,4,28,0.0,13.0
Álvaro Obregón,El Encino Del Pueblo Tetelpan,2,11,0.0,4.0
Álvaro Obregón,El Piru 2Da Ampliacion,3,3,0.0,2.0
Álvaro Obregón,El Piru Santa Fe,1,9,0.0,1.0
Álvaro Obregón,El Pirul,1,15,0.0,6.0
Álvaro Obregón,El Pocito,1,6,1.0,3.0
Álvaro Obregón,El Politoco,1,7,0.0,2.0
Álvaro Obregón,El Rincon,1,4,0.0,0.0
Álvaro Obregón,El Tejocote,2,15,0.0,9.0
Álvaro Obregón,Ermita Tizapan,10,17,1.0,4.0
Álvaro Obregón,Estado De Hidalgo,4,11,2.0,4.0
Álvaro Obregón,Ex-Hacienda De Guadalupe Chimalistac,15,49,2.0,8.0
Álvaro Obregón,Flor De Maria,9,45,1.0,10.0
Álvaro Obregón,Florida,38,115,1.0,28.0
Álvaro Obregón,Francisco Villa,6,55,0.0,13.0
Álvaro Obregón,Garcimarrero,8,72,0.0,19.0
Álvaro Obregón,Golondrinas,2,14,0.0,7.0
Álvaro Obregón,Golondrinas 2Da Seccion,3,28,0.0,6.0
Álvaro Obregón,Guadalupe Inn,46,216,3.0,47.0
Álvaro Obregón,Heron Proal,8,37,1.0,11.0
Álvaro Obregón,Hidalgo,6,33,0.0,4.0
Álvaro Obregón,Hogar Y Redencion,10,40,1.0,9.0
Álvaro Obregón,Hueytlale,1,5,0.0,2.0
Álvaro Obregón,Isidro Fabela,2,9,0.0,4.0
Álvaro Obregón,Jalalpa El Grande,2,95,0.0,32.0
Álvaro Obregón,Jalalpa Tepito,3,23,0.0,12.0
